REGN,OKATO,OKPO,OGRN,REGN_S,BIC,DT,NAME_B,ADR,IM,IM_FIO,AG,AG_FIO,IC,IC_FIO,COM,C2_5
546,45,09320315,1027744005618,546,044552734,2/1/2011,"ОАО ""Принтбанк""","127474,  г.Москва, Дмитровское шоссе, д. 60",И.О. Председателя Правления,Т.А. Бондаренко,Главный бухгалтер,Н.Н. Фетисова,начальник отдела сводной отчетности,Н.В.Перепечина,481-95-70,18
548,45,09309383,1028900000051,548,044579645,2/1/2011,"ЗАО ""СтарБанк""","125040, г. Москва, ул. Правды, 26",Председателя правления,Л.Ю.Конторщикова,Главный бухгалтер,Л.И.Парфенова,Генеральный менеджер,В.Б. Репина,8(495) 648-95-59,15
554,36,21291250,1026300001848,554,043601706,2/1/2011,"ОАО КБ ""Солидарность""","443099, г.Самара, ул.Куйбышева,90",Руководитель,Синицын О.Ю.,Главный бухгалтер,Пулатов И.С.,Заместитель начальника отдела эконом. анализа,Грибова А.О.,270-33-61,21
558,40,09801871,1027800000040,558,044030772,2/1/2011,"ЗАО Банк ""Советский""","197372, г. Санкт-Петербург, Богатырский пр., д. 35, корп. 1, лит. А",Председатель Правления,А.В. Карпов,Заместитель главного бухгалтера,Е.И. Волкова,Главный специалист,А.А. Гыпылов,"610-04-45, вн. 1245",31
567,50,09309443,1025400000427,567,045004815,2/1/2011,"ОАО КБ ""Акцепт""","630099, г. Новосибирск, ул.Советская, 14",И.О.Генерального директора,Асочаков А.С.,Главный бухгалтер,Шачнева Т.А.,Зам. начальника ОЭАиО,Артамонова Е.П.,2271096,15
568,45,09309454,1027400000154,568,044552311,2/1/2011,"ЗАО КБ ""Златкомбанк""","119071, г. Москва, пр. Донской 2-й, д. 10, стр. 2",Заместитель Председателя Правления,Фомин Ю.Н.,Главный бухгалтер,Щугорев А.Л.,Ведущий экономист,Садова Т.Б.,(495) 785-9490,15
570,82,09309472,1020500000069,570,048209729,2/1/2011,"ОАО ""АНДЖИБАНК""","367026, Республика Дагестан, г. Махачкала, пр. И.Шамиля, 10",Председатель Правления,Муртазалиев М.М.,Главный бухгалтер,Кожухина В.В.,Исполнитель,Гусейнов З.М.,64-26-18,15
574,60,09309519,1026100001982,574,046027267,2/1/2011,"ООО ""ЗЕМКОМБАНК""","344010, г. Ростов-на-Дону, ул. Малюгиной, 233",Председатель Правления,Чернявский А.А.,Главный бухгалтер,Игнатьев Д. В.,Начальник отдела анализа и финансовой отчетности,Кобозева Ольга Николаевна,2800067,18
575,45,09309526,1028600002199,575,044525738,2/1/2011,"ЗАО АБ ""Капитал""","119334, г. Москва, 5-й Донской проезд, д. 21Б, стр. 10",Президент,Чернова Н.Г.,Главный бухгалтер,Комарова В.И.,Начальник отдела,Борисенков В.А.,958-08-87,19
588,71,09309638,1028600001792,588,047144709,2/1/2011,"ЗАО ""СНГБ""","628400, Тюменская обл., Ханты-Мансийский автономный округ - Югра, г. Сургут, ул. Кукуевицкого, 19",Председатель Правления,Король А.В.,Главный бухгалтер,Васильева Г.Д.,Исполнитель,Пустовая И.М.,39-85-73,24
589,07,09231304,1022600000334,589,040708733,2/1/2011,"ЗАО ""Вэлкомбанк""","357538, Ставропольский край, г.Пятигорск, ул.Р.Люксембург,70/ул.Украинская,31",Председатель Правления,Кан А.В.,Главный бухгалтер,Паламарчук С.Н.,Исполнитель,Оганесян Н.И.,98-37-55,27
594,58,09243017,1026000001862,594,045805703,2/1/2011,"ОАО КБ ""Псковбанк""","180016, г. Псков, Рижский проспект 40-б",Председатель Правления,Мартыненко Л.В.,Главный бухгалтер,Антипова С.С.,Начальник экономического отдела,Петрова А.Б.,(8112)573297,15
596,08,09271290,1022700002654,596,040813700,2/1/2011,"КБ ""Уссури"" ОАО","680006, Хабаровский край, г.Хабаровск, ул.Краснореченская, 109",Руководитель,Филиппов Д.Р.,Главный бухгалтер,Глазкова Л.В.,ведущий-экономист,Паклина М.С.,45-11-89,30
598,58,09243276,1026000001774,598,045853729,2/1/2011,"ОАО КБ ""Великие Луки банк""","182100, Псковская область, г. Великие Луки, ул. Комсомольская, д. 27-а",Председатель правления,Тимофеева Г.Н.,Главный бухгалтер,Степанова Т.Л.,Экономист,Клевченкова В.В.,(81153)5-68-03,15
600,45,29323770,1027739065375,600,044525402,2/1/2011,"АБ ""ИНТЕРПРОГРЕССБАНК"" (ЗАО)","115201,  г. Москва, Старокаширское шоссе, д.2, корп.8",Заместитель Председателя  Правления,Малярская Марина Валентиновна,Главный бухгалтер банка,Баланова Эльвира Александровна,Ведущий бухгалтер,Иванова Вера Николаевна,(495) 662-98-08 (доб 2115),31
604,45,09301022,1027739222246,604,044525408,2/1/2011,"АКБ ""ПЕРВЫЙ ИНВЕСТИЦИОННЫЙ"" (ЗАО)","127247,  г. Москва, Бескудниковский бульвар, д.36, корпус 1",Президент,Г.В.Алешечкина,Главный бухгалтер,Т.В.Самойлова,начальник отдела,И.А.Егорова,(495) 489-4207,31
606,45,09309802,1027739325624,606,044525429,2/1/2011,"ЗАО КБ ""Гагаринский""","119361,  г. Москва, 2-ой Очаковский пер., д.7",Председатель Правления,Шаров И.Н.,Главный бухгалтер - Начальник УБУиО,Лунина А.В.,Заместитель начальника отдела,Романова Г.Е.,430-66-14,18
608,45,09309822,1027739326207,608,044525401,2/1/2011,"АБ ""АСПЕКТ"" (ЗАО)","129327,  г. Москва, Анадырский проезд, д.21",Президент,Борохова И.Я,Зам. Главного бухгалтера,Бодрова Е.Ю.,Зам. начальника ПЭУ,Cтарикова Е.В.,(499)184-14-44,15
609,56,09309839,1025800000995,609,045655707,2/1/2011,"ООО Банк ""Кузнецкий""","440000, г. Пенза, ул. Красная, 104",Председатель Правления,Андреев А.В.,Главный бухгалтер,Макушина Я.В.,Руководитель ССО,Дружинина Т.В.,(8412)23-18-70,31
622,45,09309957,1027700057440,622,044552238,2/1/2011,"ООО КБ ""АСБ""","117447, г. Москва, улица Дмитрия Ульянова, дом 35, строение 1",Председатель Правления,Щекотурова Е.В.,Главный бухгалтер,Кулигина Е.В.,Главный бухгалтер,Кулигина Е.В.,(499) 126-94-04,15
625,45,09309977,1062300007901,625,044552436,2/1/2011,Банк - Т (ОАО),"123610, г. Москва, Краснопресненская наб., д. 12",Председатель Правления,Толкачев В.П.,Главный бухгалтер,Храпунов В.А.,Главный бухгалтер,Храпунов В.А.,(495) 223-38-88,18
634,73,09790222,1027300001354,634,047308815,2/1/2011,ПВ-Банк (ЗАО),"432970, г. Ульяновск, ул. К. Маркса,1",Зам. Председателя Правления,А.В.Ясюченя,Главный бухгалтер,А.М.Ибрагимова,Начальник отдела,А.С.Комлева,421611,31
635,45,09307757,1027300001630,635,044552638,2/1/2011,"""НоваховКапиталБанк"" (ЗАО)","105066, г. Москва, ул. Спартаковская, д. 2, корп. 6",Зам. Председателя Правления,Смолькова Светлана Анатольевна,Главный бухгалтер,Туаева Оксана Ханджериевна,Зам.начальника  отдела банковской отчетности,Ковалева Н.В.,(495) 660-55-55,28
637,45,09307770,1027739108979,637,044585445,2/1/2011,"КБ ""ИНВЕСТИЦИОННЫЙ СОЮЗ"" (ООО)","115230, г. Москва, Электролитный проезд, д. 3, стр. 32",Председатель Правления,Расулов М.Р.,Главный бухгалтер,Бунеева О.В.,Главный бухгалтер,Бунеева О.В.,8 (499) 317-11-00,15
639,82,09307792,1020500000498,639,048209778,2/1/2011,"ООО КБ ""Каспий""","367027, Республика Дагестан, г.Махачкала, пр.Акушинского, д.34 ""Д""",Председатель правления,Алиев И.А.,Главный бухгалтер,Салимова Н.А.,Исполнитель,Ибрагимова Д.И.,51-62-03,15
646,94,09269011,1021800000090,646,049401871,2/1/2011,"АКБ ""Ижкомбанк"" (ОАО)","426076, Удмуртская Республика, г.Ижевск, ул. Ленина, 30",Директор Банка,Пономарев А.Ю.,Главный бухгалтер,Щербакова В.Н.,Главный специалист,Аитова Л.М.,919-240,31
650,15,09106059,1023200000010,650,041501706,2/1/2011,"КАБ ""Бежица-банк"" ОАО","241035, Брянская область, г. Брянск, ул. Брянской Пролетарской дивизии, 1-А",И.О. Председателя Правления,Изотова Г.В.,Главный бухгалтер,Ефимова Г. Е.,И.О. Председателя Правления,Изотова Г. В.,58-95-51,15
